loanid,property,occupancy,purpose,documentation,ratetype,isnegam,lienposition,originalappraisalamount,ltv,jrltv,combinedltv,originalamount,srbalance,originalterm,amorterm,fico,rate,originationdate,state,asofdate,loanage,reportedloanstatus,currentamount,modified,priorchargeoff,liquidationdate,defdate,lgd,yrm,origym,region_code,updatedcltv,updatedcltv_missing,fico_missing,singlehome,occupied,timetoliquidation,predlgd
"Modified_250265","S","S","C","C1","F","False",1,100000,85,0,85,85000,0,449,360,668,5.5,200706,"PR",201611,113,3,79705.148,"True",0,201707,201504,24.722368,2017m7,2007m6,"PR",118.1785,0,0,1,0,27,41.6549
"243971","C","P","P","C1","F","False",1,395000,84.715187,0,84.715187,334625,0,361,361,714,6.875,200706,"PR",201811,137,3,290650.38,"False",-67653.273,201905,201702,32.909081,2019m5,2007m6,"PR",96.0284,0,0,0,1,27,34.12265
"244100","C","P","P","C1","F","False",1,225000,97.777779,0,97.777779,220000,0,360,360,606,6.875,200706,"PR",201702,116,3,198926.97,"False",0,201807,201501,35.654289,2018m7,2007m6,"PR",129.7366,0,0,0,1,42,49.8501
"400429","S","P","P","C1","F","False",1,114000,75,0,75,85500,0,361,361,0,7.25,200706,"PR",201612,114,3,77092.492,"False",0,201808,201508,67.570786,2018m8,2007m6,"PR",99.7096,0,1,1,1,36,34.58925
"Modified_205499","S","S","P","C1","F","False",1,215000,102.13953,0,102.13953,219600,0,361,360,601,7,200706,"PR",201508,98,3,210600.47,"True",0,201704,201310,62.013157,2017m4,2007m6,"PR",141.3709,0,0,1,0,42,53.96524
"Modified_400368","S","P","P","C1","F","False",1,122009.61,90,0,90,109808.65,0,533,480,0,7.125,200706,"PR",201805,131,3,101534.34,"True",-30232.34,201907,201406,37.952026,2019m7,2007m6,"PR",107.5274,0,1,1,1,61,45.08621
"Modified_242144","S","S","C","C1","F","False",1,245000,85,0,85,208250,0,527,480,678,7.25,200706,"PR",201610,112,3,200149.48,"True",0,201801,201312,87.509094,2018m1,2007m6,"PR",106.66,0,0,1,0,49,44.91372
"807582","C","P","P","C1","F","False",1,135000,100,0,100,135000,0,361,361,718,7,200706,"PR",201901,139,3,117415.77,"False",-37388.809,201912,201803,46.344513,2019m12,2007m6,"PR",129.7735,0,0,0,1,21,43.17859
"Modified_250094","S","P","P","C1","F","False",1,235000,85,0,85,199750,0,526,480,705,6.5,200706,"PR",201405,83,3,191189.56,"True",0,201412,201310,32.004364,2014m12,2007m6,"PR",110.2245,0,0,1,1,14,31.00427
"Modified_205504","S","P","P","C1","F","False",1,266760.31,93.884613,0,93.884613,250446.89,0,413,360,524,3.99,200706,"PR",201507,97,3,250446.89,"True",0,201701,201310,63.265308,2017m1,2007m6,"PR",133.7506,0,0,1,1,39,46.60568
"205531","F","I","P","C1","F","False",1,103000,90.561165,0,90.561165,93278,0,361,361,612,7,200707,"PR",201702,115,3,85144.508,"False",0,201911,201412,41.27631,2019m11,2007m7,"PR",117.4769,0,0,0,0,59,55.2053
"Modified_251386","S","S","C","C1","F","False",1,116000,80,0,80,92800,0,529,480,731,7,200707,"PR",201609,110,3,89476.5,"True",0,201705,201404,21.766609,2017m5,2007m7,"PR",113.2211,0,0,1,0,37,43.22661
"Modified_255944","S","P","P","C1","F","False",1,188444.7,99.865402,0,99.865402,188191.06,0,408,360,570,5,200707,"PR",201509,98,3,188191.06,"True",0,201705,201310,57.224289,2017m5,2007m7,"PR",146.5856,0,0,1,1,43,52.0495
"205545","S","P","P","C1","F","False",1,138000,89.842026,0,89.842026,123982,0,361,361,636,6,200707,"PR",201401,78,3,120704.06,"False",0,201412,201310,23.780476,2014m12,2007m7,"PR",117.7976,0,0,1,1,14,33.46517
"205535","S","P","P","C1","F","False",1,68000,72.841179,0,72.841179,49532,0,361,361,0,7.5,200707,"PR",201401,78,3,47773.012,"False",0,201811,201310,79.067657,2018m11,2007m7,"PR",98.66979,0,1,1,1,61,42.20794
"Modified_251650","S","S","P","C1","F","False",1,170000,100.02,0,100.02,170034,0,361,267,660,4,200707,"PR",201611,112,3,167065.94,"True",0,201711,201509,33.558605,2017m11,2007m7,"PR",128.9958,0,0,1,0,26,44.85173
"Modified_244276","S","S","P","C1","F","False",1,185000,100,0,100,185000,0,528,480,721,7,200707,"PR",201611,112,3,177194.06,"True",0,201802,201312,37.921135,2018m2,2007m7,"PR",127.6328,0,0,1,0,50,52.04712
"250712","S","S","P","C1","F","False",1,136000,101.55735,0,101.55735,138118,0,360,360,791,5.5,200707,"PR",201512,101,3,123548.42,"False",0,201610,201406,15.822137,2016m10,2007m7,"PR",125.0658,0,0,1,0,28,44.2112
"250885","S","S","P","C1","F","False",1,140000,89.35714,0,89.35714,125100,0,361,361,637,7.5,200707,"PR",201606,107,3,116558.72,"False",0,201705,201310,57.102551,2017m5,2007m7,"PR",122.2061,0,0,1,0,43,48.05589
"Modified_244459","S","S","C","C1","F","False",1,115000,85,0,85,97750,0,524,480,736,7.5,200707,"PR",201701,114,3,94762.891,"True",0,201809,201312,55.677914,2018m9,2007m7,"PR",121.3586,0,0,1,0,57,52.23617
"400404","C","P","P","C1","F","False",1,195000,95,0,95,185250,0,361,361,0,6.5,200707,"PR",201610,111,3,171767.16,"False",0,201805,201310,33.048809,2018m5,2007m7,"PR",125.3585,0,1,0,1,55,52.56485
"250909","S","S","P","C1","F","False",1,89000,102,0,102,90780,0,360,360,701,6.5,200707,"PR",201611,112,3,81820.93,"False",0,201807,201412,51.111618,2018m7,2007m7,"PR",134.1027,0,0,1,0,43,51.9217
"Modified_244258","S","S","C","C1","F","False",1,145000,83.448273,0,83.448273,121000,0,417,360,629,8.375,200707,"PR",201604,105,3,114144.64,"True",-30724.641,201912,201407,78.973953,2019m12,2007m7,"PR",116.7597,0,0,1,0,65,53.28785
"Modified_400475","S","P","P","C1","F","False",1,360700,98.419739,.0002594,98.419998,355000,0,412,360,0,4,200708,"PR",201905,141,3,343092.38,"True",-149513.05,201910,201310,43.455463,2019m10,2007m8,"PR",128.9688,0,1,1,1,72,55.55453
"251822","S","S","P","C1","F","False",1,75000,93.709335,0,93.709335,70282,0,360,360,663,7,200708,"PR",201401,77,3,68669.57,"False",0,201408,201310,85.436676,2014m8,2007m8,"PR",121.7043,0,0,1,0,10,37.39014
"205629","S","P","P","C1","F","False",1,132000,97.689392,0,97.689392,128950,0,361,361,648,6.5,200708,"PR",201606,106,3,127877.84,"False",0,201803,201310,57.771542,2018m3,2007m8,"PR",131.8478,0,0,1,1,53,50.44306
"253571","S","P","P","C1","F","False",1,153000,102,0,102,156060,0,361,361,693,6.5,200708,"PR",201501,89,3,152132.33,"False",0,201602,201310,30.323601,2016m2,2007m8,"PR",136.6873,0,0,1,1,28,44.0591
"253234","S","P","P","C1","F","False",1,120000,102,0,102,122400,0,361,361,684,6.5,200708,"PR",201501,89,3,112688.13,"False",0,201602,201312,29.00749,2016m2,2007m8,"PR",129.0908,0,0,1,1,26,40.95405
"400467","S","P","P","C1","F","False",1,161000,100,0,100,161000,0,360,360,0,6.875,200708,"PR",201601,101,3,148987.94,"False",0,201808,201310,63.08363,2018m8,2007m8,"PR",134.8228,0,1,1,1,58,53.00111
"Modified_248830","S","P","P","C1","F","False",1,335000,98.574928,0,98.574928,330226,0,509,480,701,6.75,200708,"PR",201608,108,3,321946.28,"True",0,201702,201501,36.014084,2017m2,2007m8,"PR",134.6514,0,0,1,1,25,42.44272
"Modified_803740","S","P","R","C1","F","False",1,456185.91,78,0,78,355825,0,456,360,762,5.5,200708,"PR",201809,133,3,347094.75,"True",-203.75,201907,201707,29.414087,2019m7,2007m8,"PR",97.14371,0,0,1,1,24,29.93631
"252741","S","P","C","C1","F","False",1,850000,80,0,80,680000,0,361,361,676,6.875,200708,"PR",201801,125,3,630913.81,"False",-288470.84,202001,201310,63.227947,2020m1,2007m8,"PR",109.6611,0,0,1,1,75,50.23526
"Modified_400470","S","P","P","C1","F","False",1,185000,80,0,80,148000,0,531,480,0,7.125,200708,"PR",201705,117,3,139209.44,"True",0,201809,201601,46.124027,2018m9,2007m8,"PR",110.1599,0,1,1,1,32,36.71204
"253465","S","P","P","C1","F","False",1,108765,94.717972,0,94.717972,103020,0,361,361,717,6.5,200708,"PR",201411,87,3,95654.531,"False",0,201705,201311,28.910288,2017m5,2007m8,"PR",128.3185,0,0,1,1,42,45.7953
"248619","S","S","C","C1","F","False",1,157000,87,0,87,136590,0,361,361,747,7.25,200708,"PR",201801,125,3,123715.52,"False",-16491.52,201908,201507,23.210926,2019m8,2007m8,"PR",101.6507,0,0,1,0,49,43.28595
"205645","S","P","C","C1","F","False",1,200000,84.752502,0,84.752502,169505,0,361,361,0,7,200708,"PR",201408,84,3,168802.14,"False",0,201503,201310,52.014744,2015m3,2007m8,"PR",112.2295,0,1,1,1,17,32.6106
"253647","S","P","P","C1","F","False",1,91000,98.63736,0,98.63736,89760,0,361,361,0,6.5,200708,"PR",201508,96,3,48703.238,"False",0,201604,201310,0,2016m4,2007m8,"PR",72.84914,0,1,1,1,30,23.95134
"205309","S","P","C","C1","F","False",1,80000,85,0,85,68000,0,361,361,608,7,200708,"PR",201401,77,3,60468.809,"False",0,201405,201310,42.11758,2014m5,2007m8,"PR",94.62551,0,0,1,1,7,23.70754
"Modified_248778","C","S","P","C1","F","False",1,519999.97,89.519234,0,89.519234,465500,0,528,480,662,5,200708,"PR",201701,113,3,443991.5,"True",0,201802,201310,42.566357,2018m2,2007m8,"PR",113.0974,0,0,0,0,52,51.55434
"253646","S","P","P","C1","F","False",1,105000,99.862854,0,99.862854,104856,0,361,361,617,6.5,200708,"PR",201611,111,3,93434.508,"False",0,201812,201512,58.259537,2018m12,2007m8,"PR",121.4146,0,0,1,1,36,41.64231
"Modified_255917","S","P","P","C1","F","False",1,135000,101.24445,0,101.24445,136680,0,361,318,676,4,200708,"PR",201702,114,3,119873.98,"True",0,201908,201512,16.579062,2019m8,2007m8,"PR",114.5452,0,0,1,1,44,41.9562
"248625","C","P","P","C1","F","False",1,195000,98.46154,0,98.46154,192000,0,361,361,795,6.875,200709,"PR",201502,89,3,177940.34,"False",0,201606,201310,53.354961,2016m6,2007m9,"PR",119.6372,0,0,0,1,32,43.38568
"Modified_255263","S","P","C","C1","F","False",1,400000,81.810753,0,81.810753,327243,0,506,480,0,7,200709,"PR",201711,122,3,315830.81,"True",-110625.82,201904,201508,58.838722,2019m4,2007m9,"PR",103.3111,0,1,1,1,44,38.30567
"252076","S","S","P","C1","F","False",1,230000,80.217392,0,80.217392,184500,0,361,361,783,6.5,200709,"PR",201507,94,3,171309.2,"False",0,201606,201310,15.357611,2016m6,2007m9,"PR",97.6516,0,0,1,0,32,36.57598
"Modified_252375","S","P","C","C1","F","False",1,179533.97,98.375,0,98.375,176616.55,0,527,480,491,6.25,200709,"PR",201801,124,3,153357.19,"True",0,201810,201310,58.76252,2018m10,2007m9,"PR",121.348,0,0,1,1,60,49.25898
"Modified_256063","S","P","P","C1","F","False",1,110300,102.18042,0,102.18042,112705,0,361,338,716,4.5,200709,"PR",201703,114,3,106123.66,"True",0,201807,201310,7.6542783,2018m7,2007m9,"PR",138.6683,0,0,1,1,57,53.93243
"Modified_255520","S","P","P","C1","F","False",1,224000,101.3625,0,101.3625,227052,0,361,332,0,4,200709,"PR",201903,138,3,194501.41,"True",0,202002,201606,29.049353,2020m2,2007m9,"PR",127.7787,0,1,1,1,44,46.25644
"255812","S","P","P","C1","F","False",1,95700,101.25392,0,101.25392,96900,0,361,361,722,7,200709,"PR",201704,115,3,91657.289,"False",0,201802,201310,16.5366,2018m2,2007m9,"PR",126.1006,0,0,1,1,52,48.25722
"Modified_205688","S","P","P","C1","F","False",1,89000,96.879776,0,96.879776,86223,0,361,304,647,3,200709,"PR",201412,87,3,80252.719,"True",0,201602,201310,9.0364542,2016m2,2007m9,"PR",123.2108,0,0,1,1,28,39.67987
"400487","S","P","P","C1","F","False",1,118000,97.457626,0,97.457626,115000,0,361,361,0,7.125,200709,"PR",201707,118,3,102275.36,"False",-10913.04,201903,201508,51.11237,2019m3,2007m9,"PR",115.8156,0,1,1,1,43,42.05074
"Modified_252442","S","P","C","C1","F","False",1,77188.352,96.707794,0,96.707794,74647.148,0,517,480,539,6.5,200709,"PR",201509,96,3,74647.148,"True",0,201706,201310,46.414364,2017m6,2007m9,"PR",143.5728,0,0,1,1,44,51.38874
"255496","S","P","P","C1","F","False",1,85000,57.317646,0,57.317646,48720,0,361,361,0,6.5,200709,"PR",201502,89,3,44906.031,"False",0,201610,201311,10.925035,2016m10,2007m9,"PR",71.86267,0,1,1,1,35,25.2221
"400461","S","P","P","C1","F","False",1,153000,90,0,90,137700,0,361,361,0,6.75,200709,"PR",201511,98,3,125930.62,"False",0,201805,201408,42.031082,2018m5,2007m9,"PR",115.7352,0,1,1,1,45,42.66113
"400546","S","P","P","C1","F","False",1,101100,85.252228,0,85.252228,86190,0,361,361,705,6,200709,"PR",201707,118,3,76467.93,"False",0,201909,201501,0,2019m9,2007m9,"PR",97.99831,0,0,1,1,56,40.39842
"Modified_400517","S","P","P","C1","F","False",1,180000,100,0,100,180000,0,417,360,0,5.5,200709,"PR",201507,94,3,176066.36,"True",0,201805,201311,77.84906,2018m5,2007m9,"PR",137.5401,0,1,1,1,54,52.61103
"254064","C","I","P","C1","F","False",1,1894000,76.268112,0,76.268112,1444518,0,361,361,771,7.375,200709,"PR",201511,98,3,1444518,"False",0,201606,201310,23.850031,2016m6,2007m9,"PR",99.99298,0,0,0,0,32,40.93079
"255457","S","P","P","C1","F","False",1,95000,102,0,102,96900,0,361,361,607,7.5,200709,"PR",201310,73,3,95373.031,"False",0,201408,201310,21.361385,2014m8,2007m9,"PR",132.6434,0,0,1,1,10,37.01627
"Modified_254256","S","I","C","C1","F","False",1,128000,55.46875,0,55.46875,71000,0,241,240,540,7.25,200710,"PR",201511,97,3,60900.301,"True",0,201805,201310,52.380695,2018m5,2007m10,"PR",66.60799,0,0,1,0,55,33.80838
"Modified_252352","S","P","C","C1","F","False",1,136000,50.316177,0,50.316177,68430,0,480,480,553,6.75,200710,"PR",201804,126,3,65058.301,"True",0,201905,201509,.08961193,2019m5,2007m10,"PR",61.04784,0,0,1,1,44,24.57218
"Modified_254257","S","I","C","C1","F","False",1,330000,90.530304,0,90.530304,298750,0,481,480,518,6,200710,"PR",201707,117,3,285140.13,"True",0,201804,201405,29.859003,2018m4,2007m10,"PR",118.627,0,0,1,0,47,48.1659
"Modified_256878","S","P","P","C1","F","False",1,240000,96.900002,0,96.900002,232560,0,361,319,640,3,200710,"PR",201508,94,3,219433.34,"True",0,201601,201402,38.477745,2016m1,2007m10,"PR",123.6155,0,0,1,1,23,38.22009
"807624","C","P","R","C1","F","False",1,175000,80,0,80,140000,0,361,361,0,7.125,200710,"PR",201804,126,3,124973,"False",0,201901,201605,15.981853,2019m1,2007m10,"PR",95.94907,0,1,0,1,32,35.68819
"252518","S","P","C","C1","F","False",1,248999.98,75.903618,0,75.903618,189000,0,360,360,674,6.625,200710,"PR",201604,102,3,175041.94,"False",0,201702,201310,20.018631,2017m2,2007m10,"PR",97.47365,0,0,1,1,40,35.13572
"Modified_254410","S","P","C","C1","F","False",1,189000,68.15873,0,68.15873,128820,0,481,480,535,6.75,200710,"PR",201607,105,3,123272.65,"True",0,201808,201501,51.326878,2018m8,2007m10,"PR",94.04059,0,0,1,1,43,34.97494
"806533","C","P","P","C1","F","False",1,185000,100,0,100,185000,0,361,361,760,7.125,200710,"PR",201703,113,3,168171.66,"False",0,201811,201505,47.077877,2018m11,2007m10,"PR",125.5915,0,0,0,1,42,48.50316
"257503","S","P","P","C1","F","False",1,116000,102,0,102,118320,0,361,361,589,7,200710,"PR",201404,78,3,111783.96,"False",0,201508,201310,22.170444,2015m8,2007m10,"PR",123.7422,0,0,1,1,22,37.94298
"Modified_254050","S","P","C","C1","F","False",1,250000,78,0,78,195000,0,522,480,608,6.875,200710,"PR",201801,123,3,185257.48,"True",0,201810,201511,43.641842,2018m10,2007m10,"PR",104.8099,0,0,1,1,35,35.92834
"257327","C","P","C","C1","F","False",1,249999.98,68.800003,0,68.800003,172000,0,361,361,0,5.5,200710,"PR",201607,105,3,154126.38,"False",0,201704,201409,30.576208,2017m4,2007m10,"PR",87.00753,0,1,0,1,31,32.46437
"258409","F","P","P","C1","F","False",1,124300,70.592117,0,70.592117,87746,0,361,361,704,6.5,200710,"PR",201405,79,3,83215.641,"False",0,201609,201311,78.128342,2016m9,2007m10,"PR",89.21877,0,0,0,1,34,34.1377
"Modified_254143","S","P","C","C1","F","False",1,110405.91,95,0,95,104885.62,0,527,480,562,7.875,200710,"PR",201609,107,3,104808.77,"True",-47657.77,201912,201311,96.619225,2019m12,2007m10,"PR",138.5095,0,0,1,1,73,58.97303
"400560","S","P","P","C1","F","False",1,75000,96.084,0,96.084,72063,0,361,361,637,6,200710,"PR",201402,76,3,69747.398,"False",0,201510,201310,59.854561,2015m10,2007m10,"PR",120.4955,0,0,1,1,24,37.5245
"400567","S","P","P","C1","F","False",1,119000,102,0,102,121380,0,361,361,645,7.5,200710,"PR",201405,79,3,118199.69,"False",0,201601,201310,36.547474,2016m1,2007m10,"PR",134.2923,0,0,1,1,27,42.96256
"205586","S","P","P","C1","F","False",1,141000,95.638298,0,95.638298,134850,0,361,361,651,6.5,200710,"PR",201401,75,3,133982.69,"False",0,201604,201310,55.217583,2016m4,2007m10,"PR",127.9999,0,0,1,1,30,41.87264
"205870","S","P","P","C1","F","False",1,87000,102,0,102,88740,0,360,360,571,7,200711,"PR",201503,88,3,84138.633,"False",0,201712,201310,89.302612,2017m12,2007m11,"PR",119.8085,0,0,1,1,50,45.5761
"Modified_254922","C","P","P","C1","F","False",1,289000,95.155708,0,95.155708,275000,0,410,360,658,6.75,200711,"PR",201505,90,3,267598.41,"True",0,201609,201408,68.235832,2016m9,2007m11,"PR",122.8545,0,0,0,1,25,42.2033
"205878","S","P","P","C1","F","False",1,240000,102,0,102,244800,0,361,361,0,5.5,200711,"PR",201609,106,3,222004.59,"False",0,201703,201406,36.937973,2017m3,2007m11,"PR",127.1014,0,1,1,1,33,42.53544
"Modified_254869","C","P","C","C1","F","False",1,140000,91.550003,0,91.550003,128170,0,481,480,508,6.25,200711,"PR",201608,105,3,121574.85,"True",0,201803,201506,42.421604,2018m3,2007m11,"PR",116.4455,0,0,0,1,33,42.66677
"254347","S","P","P","C1","F","False",1,146500,102,0,102,149430,0,361,361,559,6.5,200711,"PR",201601,98,3,138164.75,"False",0,201607,201312,16.765491,2016m7,2007m11,"PR",123.4075,0,0,1,1,31,40.69858
"Modified_257508","C","P","C","C1","F","False",1,145000,92.331032,0,92.331032,133880,0,525,480,574,7.5,200711,"PR",201511,96,3,130437.83,"True",0,201606,201312,31.000977,2016m6,2007m11,"PR",116.9059,0,0,0,1,30,41.86162
"258346","S","P","P","C1","F","False",1,140000,101.25,0,101.25,141750,0,361,361,669,7,200711,"PR",201601,98,3,131740.16,"False",0,201701,201403,36.99707,2017m1,2007m11,"PR",130.5134,0,0,1,1,34,43.96244
"258089","S","P","P","C1","F","False",1,97000,101.8969,0,101.8969,98840,0,361,361,0,7,200711,"PR",201311,72,3,93715.25,"False",0,201704,201310,51.981934,2017m4,2007m11,"PR",135.7505,0,1,1,1,42,48.21035
"254504","C","P","P","C1","F","False",1,140000,100,0,100,140000,0,361,361,795,6.75,200711,"PR",201502,87,3,132581.05,"False",0,201510,201310,41.922283,2015m10,2007m11,"PR",122.1633,0,0,0,1,24,41.66042
"205915","S","P","P","C1","F","False",1,105000,102,0,102,107100,0,361,361,0,6,200711,"PR",201606,103,3,98639.219,"False",0,201805,201310,61.07003,2018m5,2007m11,"PR",130.9364,0,1,1,1,55,50.78341
"258197","S","P","P","C1","F","False",1,158200,98.647285,0,98.647285,156060,0,361,361,0,6.5,200711,"PR",201610,107,3,147237.69,"False",0,201901,201310,49.061951,2019m1,2007m11,"PR",124.4968,0,1,1,1,63,51.23697
"205880","S","P","P","C1","F","False",1,120499.99,101.57677,0,101.57677,122400,0,361,361,0,6,200711,"PR",201506,91,3,119437.78,"False",0,201604,201310,31.344353,2016m4,2007m11,"PR",132.9285,0,1,1,1,30,43.47417
"205748","S","P","P","C1","F","False",1,72000,68.159721,0,68.159721,49075,0,360,360,0,8,200711,"PR",201408,81,3,48484.43,"False",0,201412,201310,0,2014m12,2007m11,"PR",88.82089,0,1,1,1,14,24.04917
"257605","S","P","P","C1","F","False",1,230000,95,0,95,218500,0,361,361,759,6.75,200711,"PR",201409,82,3,204854.8,"False",0,201503,201310,31.658522,2015m3,2007m11,"PR",116.6897,0,0,1,1,17,34.05996
"Modified_254709","S","I","C","C1","F","False",1,71000,77.676056,0,77.676056,55150,0,361,360,505,6.625,200711,"PR",201504,89,3,50790.328,"True",0,201703,201404,50.777386,2017m3,2007m11,"PR",98.29292,0,0,1,0,35,37.73916
"257097","C","P","C","C1","F","False",1,222000,85,0,85,188700,0,361,361,743,6.5,200711,"PR",201807,128,3,165438.98,"False",-67053.281,201908,201608,39.554752,2019m8,2007m11,"PR",94.71656,0,0,0,1,36,36.56074
"400610","S","P","P","C1","F","False",1,135700,101.47384,0,101.47384,137700,0,361,361,0,6,200712,"PR",201407,79,3,129935.12,"False",0,201502,201310,44.587639,2015m2,2007m12,"PR",125.1729,0,1,1,1,16,36.49831
"Modified_257687","C","I","C","C1","F","False",1,205000,80,0,80,164000,0,532,480,712,4.625,200712,"PR",201505,89,3,158734.56,"True",0,201511,201311,60.940731,2015m11,2007m12,"PR",101.2535,0,0,0,0,24,38.79431
"258693","S","P","C","C1","F","False",1,155000,85,0,85,131750,0,361,361,735,6.25,200712,"PR",201508,92,3,121223.72,"False",0,201605,201402,43.904774,2016m5,2007m12,"PR",102.7801,0,0,1,1,27,32.72263
"258595","S","P","P","C1","F","False",1,100450,70.572426,0,70.572426,70890,0,361,361,0,6,200712,"PR",201607,103,3,64384.922,"False",0,201707,201411,22.340635,2017m7,2007m12,"PR",92.11378,0,1,1,1,32,30.84793
"258529","S","P","P","C1","F","False",1,95000,99.423157,0,99.423157,94452,0,361,361,635,6,200712,"PR",201508,92,3,87121.008,"False",0,201605,201312,25.391121,2016m5,2007m12,"PR",120.5181,0,0,1,1,29,39.12315
"258364","S","P","C","C1","F","False",1,118000,85,0,85,100300,0,361,361,660,6.125,200712,"PR",201601,97,3,92536.313,"False",0,201810,201311,15.708762,2018m10,2007m12,"PR",109.9397,0,0,1,1,59,45.23357
"258596","S","P","P","C1","F","False",1,123999.99,97.8871,0,97.8871,121380,0,361,361,646,6,200712,"PR",201702,110,3,114068.11,"False",0,201812,201310,22.853109,2018m12,2007m12,"PR",123.1191,0,0,1,1,62,50.47102
"205615","S","P","P","C1","F","False",1,100000,102,0,102,102000,0,361,361,0,6.5,200712,"PR",201408,80,3,97197.859,"False",0,201508,201310,46.499996,2015m8,2007m12,"PR",123.7117,0,1,1,1,22,37.93306
"400572","S","P","P","C1","F","False",1,94000,100.91489,0,100.91489,94860,0,361,361,698,5.5,200712,"PR",201407,79,3,90313.32,"False",0,201512,201310,39.100544,2015m12,2007m12,"PR",127.965,0,0,1,1,26,40.58823
"258403","S","P","P","C1","F","False",1,140000,101.42857,0,101.42857,142000,0,360,360,610,6.5,200712,"PR",201407,79,3,139999.66,"False",0,201505,201310,79.999481,2015m5,2007m12,"PR",129.8399,0,0,1,1,19,38.96964
